age,workclass,fnlwgt,educational-num,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,log_capital_gain,log_capital_loss,Private_Workclass,education_label,marital_label,white_collar_label,gender_male,native_country_label,high_income
32,Private,268282,4,2,1,Male,0,0,35,Mexico,<=50K,0.0,0.0,True,0,1,0,True,0,True
34,Private,54850,13,1,1,Male,0,1590,50,United-States,<=50K,0.0,7.372118028337787,True,1,0,1,True,1,True
37,Private,179481,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,0,True,1,False
41,Private,320744,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
19,Private,167428,9,3,1,Male,0,0,30,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
48,Private,168556,9,0,1,Male,0,0,55,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
26,Private,139098,14,0,1,Male,5013,0,40,United-States,<=50K,8.519989278718239,0.0,True,1,1,1,True,1,True
53,Local-gov,132304,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
41,State-gov,159131,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,1,True,1,True
55,Private,185459,14,0,1,Male,0,0,50,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
24,Federal-gov,219519,10,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
41,Self-emp-inc,117721,10,0,1,Male,0,0,65,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
21,Private,27162,10,3,1,Female,0,0,16,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
19,Private,301606,10,3,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
63,Private,50349,9,1,1,Female,0,0,34,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
52,Private,177995,2,0,1,Male,0,0,56,Mexico,>50K,0.0,0.0,True,0,1,0,True,0,False
62,?,221064,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
31,Private,201292,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
45,Private,189802,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
41,Private,302122,11,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
47,Federal-gov,204900,9,5,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,1,False,1,True
58,Self-emp-not-inc,193434,9,0,1,Male,0,0,20,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
37,?,87369,5,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
22,Private,51111,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
48,Private,120902,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
29,Private,107458,13,1,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
28,Self-emp-not-inc,254989,7,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,True,1,True
29,Private,123200,10,0,0,Male,0,2415,40,Puerto-Rico,>50K,0.0,7.789868559054706,True,0,1,0,True,0,False
22,Private,81145,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
37,?,102541,11,5,0,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,False,1,True
43,Private,156403,6,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
24,Private,279472,10,5,1,Female,7298,0,48,United-States,>50K,8.895492631451633,0.0,True,0,1,0,False,1,False
37,Private,122493,9,0,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
57,Private,132704,14,1,1,Male,10520,0,32,United-States,>50K,9.261128538808288,0.0,True,1,0,1,True,1,False
63,Self-emp-not-inc,217715,3,1,1,Female,0,0,3,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
18,Private,278141,7,0,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
44,Private,267790,5,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
37,Private,117567,13,0,1,Male,0,0,60,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
38,Private,24126,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
34,Self-emp-not-inc,450141,13,0,1,Male,15024,0,35,United-States,>50K,9.617470759403409,0.0,False,1,1,1,True,1,False
38,Private,65624,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
52,Private,204584,13,1,1,Female,0,0,42,United-States,<=50K,0.0,0.0,True,1,1,1,False,1,True
34,Private,346122,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
31,Private,207685,9,4,1,Female,0,0,34,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
46,Private,83064,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
36,Self-emp-not-inc,109133,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
63,Local-gov,114752,13,4,0,Female,0,0,35,Philippines,<=50K,0.0,0.0,False,1,0,1,False,0,True
28,Private,294936,13,0,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,1,1,1,True,1,True
48,Local-gov,242923,9,5,1,Female,0,1848,40,United-States,>50K,0.0,7.522400231387125,False,0,1,1,False,1,False
35,Self-emp-not-inc,188563,9,3,1,Male,0,0,50,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
52,Private,174752,9,0,1,Male,0,0,60,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
27,Private,99897,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
26,Private,291968,13,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
51,Private,145114,9,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
45,Private,31339,13,0,1,Male,0,0,45,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
43,Local-gov,114859,10,0,1,Male,0,0,17,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
51,Self-emp-inc,338260,15,0,1,Male,15024,0,60,United-States,>50K,9.617470759403409,0.0,False,0,1,1,True,1,False
52,Private,158746,9,4,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
49,Private,167523,13,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,0,True,1,True
27,Private,167536,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
43,Private,397963,9,1,1,Male,594,0,16,United-States,<=50K,6.38856140554563,0.0,True,0,0,0,True,1,True
46,Private,353512,9,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
50,Private,88842,13,0,1,Male,7298,0,40,United-States,>50K,8.895492631451633,0.0,True,1,1,0,True,1,False
34,Private,346275,7,1,1,Male,0,0,43,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
22,Private,91189,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
55,Private,175942,9,1,1,Female,0,0,40,France,<=50K,0.0,0.0,True,0,0,0,False,0,True
30,Private,426017,7,3,1,Female,0,0,19,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
22,Private,147253,10,1,1,Male,0,0,15,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
34,Private,98101,4,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
29,Federal-gov,339002,11,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,0,True,1,False
29,Private,370494,9,4,1,Female,0,0,40,Mexico,<=50K,0.0,0.0,True,0,0,0,False,0,True
29,Private,336624,13,1,1,Male,8614,0,40,United-States,>50K,9.06126014896203,0.0,True,1,0,1,True,1,False
29,Private,312845,9,4,1,Female,0,0,30,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
60,State-gov,352156,15,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,1,True,1,False
43,Private,178417,13,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
51,Local-gov,74784,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
37,Private,125550,9,1,1,Female,0,0,60,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
43,Private,257780,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
34,Private,50276,13,1,1,Male,27828,0,40,United-States,>50K,10.233833921427351,0.0,True,1,0,1,True,1,False
29,Private,267989,9,0,1,Male,0,0,45,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
29,State-gov,48634,13,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,1,0,0,False,1,True
23,Private,394612,13,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,True,1,True
23,Private,565313,10,3,1,Male,2202,0,80,United-States,<=50K,7.697575346802343,0.0,True,0,0,0,True,1,True
36,Self-emp-not-inc,223789,14,0,1,Male,0,0,45,United-States,>50K,0.0,0.0,False,1,1,1,True,1,False
27,Private,245661,9,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
44,Private,144925,10,1,1,Male,3325,0,40,United-States,<=50K,8.109525659752872,0.0,True,0,0,0,True,1,True
35,Self-emp-not-inc,103323,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,0,True,1,False
37,Private,195189,10,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
50,Self-emp-not-inc,312477,9,0,1,Male,0,1887,40,United-States,>50K,0.0,7.543273346705446,False,0,1,1,True,1,False
25,Private,252803,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
35,Private,32528,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
48,Private,116641,9,4,1,Female,0,0,45,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
21,Private,250051,10,3,1,Female,0,0,10,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
23,Private,60668,6,0,1,Male,0,0,40,Portugal,<=50K,0.0,0.0,True,0,1,0,True,0,True
19,Private,170800,9,3,1,Male,0,0,60,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
44,Private,172026,9,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
42,Self-emp-inc,188738,9,0,1,Male,0,1977,60,Italy,>50K,0.0,7.589841512182657,False,0,1,1,True,0,False
25,Private,338013,10,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
32,Private,253890,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
29,Private,107160,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
24,Private,353010,13,1,1,Male,0,0,65,United-States,<=50K,0.0,0.0,True,1,0,0,True,1,True
35,Private,115792,13,0,1,Male,0,0,55,United-States,<=50K,0.0,0.0,True,1,1,1,True,1,True
25,Private,251854,7,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
27,Private,150767,10,3,1,Male,0,0,48,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
19,Private,445728,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
34,Private,289228,14,5,1,Female,15024,0,45,United-States,>50K,9.617470759403409,0.0,True,1,1,1,False,1,False
48,Local-gov,116601,14,4,0,Female,0,0,50,Nicaragua,<=50K,0.0,0.0,False,1,0,1,False,0,True
45,Self-emp-inc,204196,13,4,1,Male,0,0,50,United-States,>50K,0.0,0.0,False,1,0,1,True,1,False
30,Private,177675,10,1,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,0,0,True,1,False
23,Private,128604,9,3,0,Male,0,0,48,South,<=50K,0.0,0.0,True,0,0,1,True,0,True
22,Private,183970,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
20,Private,224640,12,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
32,Private,194426,13,0,1,Male,15024,0,40,United-States,>50K,9.617470759403409,0.0,True,1,1,1,True,1,False
32,Private,257043,9,1,1,Female,0,0,42,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
24,Private,154571,11,4,0,Male,0,0,50,South,<=50K,0.0,0.0,True,0,0,1,True,0,True
32,Private,453983,9,0,1,Male,0,0,44,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
55,Self-emp-not-inc,105239,9,0,1,Male,0,2057,60,United-States,<=50K,0.0,7.629489916393995,False,0,1,0,True,1,True
48,Private,151584,9,1,1,Male,0,0,46,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
38,Private,245090,9,0,1,Male,0,0,40,Nicaragua,<=50K,0.0,0.0,True,0,1,0,True,0,True
36,Private,63509,12,0,1,Male,0,0,48,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
41,Local-gov,39581,9,1,1,Female,4101,0,40,United-States,<=50K,8.319229938632326,0.0,False,0,0,0,False,1,True
57,Self-emp-not-inc,190554,6,3,1,Male,0,0,60,United-States,>50K,0.0,0.0,False,0,0,1,True,1,False
49,Private,142287,10,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
20,?,33860,10,1,0,Female,0,0,28,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
55,?,193895,9,1,1,Female,0,0,40,England,<=50K,0.0,0.0,False,0,0,0,False,0,True
19,Private,262515,7,2,1,Male,0,0,20,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
37,Private,306868,9,4,1,Male,0,0,38,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
31,Private,280927,13,1,1,Female,0,0,40,United-States,>50K,0.0,0.0,True,1,0,1,False,1,False
63,Self-emp-not-inc,795830,2,4,1,Female,0,0,30,El-Salvador,<=50K,0.0,0.0,False,0,0,0,False,0,True
34,Private,39609,11,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
23,Private,167692,10,3,1,Female,0,0,20,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
59,Private,21792,9,1,1,Female,0,0,10,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
31,Private,97723,12,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
47,Private,74305,13,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,0,True,1,True
22,Private,267945,10,3,1,Female,0,0,16,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
28,Private,209109,13,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,1,1,0,True,1,True
41,Private,157025,9,4,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
41,Private,193524,9,0,1,Male,0,1485,40,United-States,<=50K,0.0,7.303843225277705,True,0,1,0,True,1,True
31,Private,173495,9,3,1,Male,0,0,35,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
32,State-gov,159537,12,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
21,Private,136975,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
30,Private,77266,9,1,1,Male,0,0,55,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
31,Private,401069,10,4,1,Female,0,0,39,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
19,Private,248749,10,3,1,Male,0,0,20,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
70,Private,176285,9,1,1,Female,0,0,23,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
25,Self-emp-not-inc,257574,13,1,1,Female,0,0,20,United-States,<=50K,0.0,0.0,False,1,0,1,False,1,True
31,Self-emp-inc,72744,9,4,1,Male,0,0,30,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
35,Private,144322,12,1,1,Female,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
60,Local-gov,124987,13,0,1,Male,7298,0,40,United-States,>50K,8.895492631451633,0.0,False,1,1,1,True,1,False
44,Private,86298,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
26,Local-gov,159662,6,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
18,Private,232082,9,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
48,Private,254291,14,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,1,1,True,1,False
45,Private,84298,11,0,1,Male,0,1977,50,United-States,>50K,0.0,7.589841512182657,True,0,1,1,True,1,False
49,Self-emp-not-inc,113513,13,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,False,1,1,0,True,1,True
33,Self-emp-inc,137421,9,0,0,Male,0,0,45,South,<=50K,0.0,0.0,False,0,1,1,True,0,True
51,Private,177727,12,0,1,Male,0,0,45,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
39,Private,80638,10,0,0,Male,0,0,84,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
52,Private,129177,13,1,1,Female,0,2824,20,United-States,>50K,0.0,7.946263643580541,True,1,0,0,False,1,False
38,Private,233571,10,5,1,Female,0,1902,40,United-States,>50K,0.0,7.551186867296149,True,0,1,1,False,1,False
26,Private,180246,10,0,1,Male,7688,0,40,United-States,>50K,8.94754601503218,0.0,True,0,1,1,True,1,False
51,Self-emp-inc,338836,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,1,True,1,False
24,Private,179203,8,2,1,Male,0,0,55,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
35,Private,123809,13,5,1,Female,15024,0,35,United-States,>50K,9.617470759403409,0.0,True,1,1,1,False,1,False
58,Private,177368,9,0,1,Male,3137,0,16,United-States,<=50K,8.051340933292979,0.0,True,0,1,0,True,1,True
34,Private,37646,12,0,1,Male,0,0,65,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
34,Private,274577,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
24,Private,234460,5,3,1,Female,0,0,40,Dominican-Republic,<=50K,0.0,0.0,True,0,0,0,False,0,True
49,Local-gov,337768,14,0,1,Male,0,0,50,United-States,>50K,0.0,0.0,False,1,1,1,True,1,False
33,State-gov,35306,5,3,1,Female,0,0,44,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
38,Private,164898,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
46,Private,176026,13,1,1,Male,27828,0,50,United-States,>50K,10.233833921427351,0.0,True,1,0,1,True,1,False
50,Self-emp-inc,240374,14,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,1,1,1,True,1,False
26,Private,386585,10,1,1,Male,0,0,60,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
23,Private,118693,11,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
38,Local-gov,161463,15,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,1,True,1,False
54,Self-emp-inc,175339,13,0,1,Male,0,2415,40,United-States,>50K,0.0,7.789868559054706,False,1,1,1,True,1,False
25,Private,130397,6,4,0,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
55,Self-emp-not-inc,185195,13,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,1,1,1,True,1,False
29,Private,82910,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
26,Private,187248,9,1,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
33,Private,112383,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
45,Private,165346,10,4,1,Female,0,0,64,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
42,Self-emp-not-inc,209301,9,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
47,Self-emp-not-inc,330416,10,1,1,Male,0,0,60,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
52,Private,284129,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
52,Federal-gov,277772,10,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,1,False,1,True
27,Private,31659,13,0,1,Male,0,1887,60,United-States,>50K,0.0,7.543273346705446,True,1,1,0,True,1,False
23,Private,198996,9,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
49,Private,47403,13,1,1,Female,0,0,40,United-States,>50K,0.0,0.0,True,1,0,1,False,1,False
30,Private,67187,9,3,0,Female,0,0,8,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
51,Private,128272,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
29,Private,53434,11,0,1,Male,0,0,60,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
30,Local-gov,73796,13,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,False,1,0,1,False,1,True
31,Federal-gov,59732,9,0,0,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
25,Private,213412,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
24,Private,267945,13,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,False,1,True
59,Private,217747,9,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
26,Private,222248,9,1,1,Male,0,0,70,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
59,Private,191965,7,5,1,Female,3908,0,28,United-States,<=50K,8.271036865792954,0.0,True,0,1,0,False,1,True
73,Private,349347,4,0,1,Male,0,0,25,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
30,Private,324120,9,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
40,Private,48087,9,0,1,Male,7298,0,45,United-States,>50K,8.895492631451633,0.0,True,0,1,1,True,1,False
47,Private,175600,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
59,Self-emp-not-inc,80467,9,3,1,Female,0,0,24,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
62,Private,174711,9,1,1,Female,0,0,32,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
25,Private,175370,10,3,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
28,Local-gov,194759,10,1,1,Male,0,1669,90,United-States,<=50K,0.0,7.4205789054108005,False,0,0,1,True,1,True
30,Private,203488,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,0,1,0,True,1,False
19,Federal-gov,255921,10,3,1,Male,0,0,20,England,<=50K,0.0,0.0,False,0,0,0,True,0,True
54,?,135840,10,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
29,Private,172865,9,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
59,Private,271571,10,0,1,Male,15024,0,50,United-States,>50K,9.617470759403409,0.0,True,0,1,0,True,1,False
51,Local-gov,108435,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,1,0,True,1,True
17,Private,102726,8,3,1,Male,0,0,16,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
45,Private,205424,13,1,1,Male,0,0,40,United-States,>50K,0.0,0.0,True,1,0,1,True,1,False
41,Private,51506,9,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,1,True,1,True
62,Local-gov,167889,16,4,1,Female,0,0,40,Iran,<=50K,0.0,0.0,False,1,0,1,False,0,True
55,?,141807,9,1,1,Male,13550,0,40,United-States,>50K,9.514215624322715,0.0,False,0,0,0,True,1,False
23,Private,306601,13,1,0,Male,0,0,40,Mexico,<=50K,0.0,0.0,True,1,0,0,True,0,True
21,Private,119474,9,2,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
40,Self-emp-inc,45054,10,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,0,True,1,False
39,Private,215150,5,1,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,0,True,1,True
33,Local-gov,184440,8,1,1,Male,0,0,36,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
28,Private,51461,14,0,1,Male,0,0,60,United-States,<=50K,0.0,0.0,True,1,1,1,True,1,True
27,Federal-gov,115705,11,0,1,Male,7298,0,50,United-States,>50K,8.895492631451633,0.0,False,0,1,1,True,1,False
35,Local-gov,110075,14,5,1,Female,15024,0,50,United-States,>50K,9.617470759403409,0.0,False,1,1,1,False,1,False
23,Private,330571,13,1,1,Female,0,0,16,United-States,<=50K,0.0,0.0,True,1,0,1,False,1,True
31,Private,157887,10,0,1,Male,0,0,65,United-States,>50K,0.0,0.0,True,0,1,1,True,1,False
52,Private,172165,6,2,1,Female,0,0,25,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
23,Private,352606,9,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
32,Private,248754,10,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
30,Private,191385,7,0,1,Male,0,0,40,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
20,Self-emp-not-inc,217404,6,3,1,Male,0,0,40,United-States,<=50K,0.0,0.0,False,0,0,0,True,1,True
38,Self-emp-not-inc,185325,9,0,1,Male,0,0,40,United-States,>50K,0.0,0.0,False,0,1,0,True,1,False
44,Private,201599,7,4,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,0,False,1,True
35,Private,308945,9,4,1,Female,0,0,75,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
45,Private,72844,9,1,1,Female,0,0,46,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
31,Private,63437,9,1,1,Male,0,0,40,Ireland,<=50K,0.0,0.0,True,0,0,0,True,0,True
25,Private,181054,13,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,1,0,1,False,1,True
45,Federal-gov,211399,14,0,1,Male,7298,0,40,United-States,>50K,8.895492631451633,0.0,False,1,1,1,True,1,False
38,Private,351299,10,0,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,1,0,True,1,True
18,Private,112974,7,2,1,Male,0,0,3,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
62,Private,128092,9,1,1,Female,0,0,32,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
55,Private,92215,9,1,1,Female,0,0,40,United-States,<=50K,0.0,0.0,True,0,0,1,False,1,True
26,?,167261,9,1,1,Female,0,0,15,United-States,<=50K,0.0,0.0,False,0,0,0,False,1,True
48,Self-emp-not-inc,58683,10,0,1,Male,0,0,70,United-States,>50K,0.0,0.0,False,0,1,1,True,1,False
41,Private,50122,11,3,1,Male,0,0,50,United-States,<=50K,0.0,0.0,True,0,0,1,True,1,True
